36.178145,114.330657,285
36.139703,114.328857,107
36.139428,114.328906,127
36.13926,114.328973,126
36.139099,114.329027,135
36.13892,114.329075,127
36.138712,114.329125,129
36.138514,114.329179,128
36.138317,114.329233,130
36.138108,114.32929,132
36.137901,114.329343,134
36.137702,114.329384,132
36.137526,114.329427,124
36.137345,114.329468,118
36.137166,114.329514,109
36.136974,114.329561,106
36.136784,114.329614,104
36.136595,114.329664,100
36.136404,114.329716,98
36.13622,114.32977,95
36.136034,114.329823,92
36.135848,114.329871,91
36.135663,114.329921,88
36.135474,114.329971,90
36.135281,114.330024,95
36.135092,114.33008,98
36.134907,114.330134,98
36.134724,114.330194,98
36.134536,114.33025,99
36.134349,114.330305,101
36.134163,114.330359,104
36.133976,114.330411,106
36.13379,114.33046,108
36.133606,114.330512,110
36.133428,114.330561,111
36.133251,114.330613,112
36.133067,114.330666,113
36.132891,114.330719,114
36.132717,114.330771,113
36.13254,114.33082,113
36.132361,114.330869,113
36.132185,114.330919,113
36.132011,114.330969,113
36.131832,114.331013,114
36.131656,114.331059,114
36.13148,114.331107,114
36.131304,114.331156,112
36.131127,114.331208,111
36.130946,114.33126,111
36.130764,114.331312,111
36.130582,114.331363,111
36.130398,114.331417,110
36.130216,114.33147,110
36.130034,114.331519,109
36.129853,114.331566,108
36.129673,114.331617,110
36.129493,114.331665,110
36.12931,114.331716,111
36.129127,114.331771,111
36.128947,114.331828,111
36.128765,114.331892,113
36.128591,114.33195,114
36.128414,114.332007,115
36.12824,114.332062,115
36.128064,114.332117,116
36.127889,114.33217,116
36.127715,114.332223,115
36.127536,114.332273,115
36.127359,114.332323,116
36.127181,114.332372,117
36.127002,114.332424,118
36.126823,114.332475,120
36.126646,114.332523,121
36.126466,114.33257,122
36.126291,114.332614,123
36.126119,114.332658,124
36.125949,114.332702,124
36.125779,114.33275,124
36.125612,114.3328,124
36.125448,114.332852,125
36.125286,114.332902,126
36.125126,114.332953,130
36.124961,114.333007,133
36.124803,114.333054,135
36.124644,114.333102,137
36.124485,114.333149,139
36.12433,114.333193,141
36.124174,114.333237,142
36.124019,114.333278,145
36.123866,114.333318,147
36.123714,114.333356,149
36.123564,114.333397,151
36.123421,114.333441,151
36.123279,114.333485,152
36.123133,114.333523,154
36.122995,114.333563,155
36.122856,114.333592,157
36.122715,114.333625,161
36.122579,114.333658,164
36.122438,114.333685,168
36.122297,114.33371,172
36.122165,114.333742,175
36.122022,114.333764,181
36.121885,114.333789,184
36.121757,114.333814,186
36.121637,114.33384,187
36.121507,114.333854,189
36.121388,114.333873,190
36.121276,114.333883,190
36.121148,114.333892,192
36.121023,114.333905,195
36.1209,114.333916,196
36.120788,114.333929,197
36.12068,114.333934,198
36.120569,114.33394,199
36.120456,114.333944,201
36.120348,114.333953,202
36.120235,114.333959,204
36.120131,114.333961,206
36.12003,114.333965,208
36.119929,114.333972,210
36.119828,114.333977,212
36.119727,114.333988,213
36.119631,114.333992,214
36.119527,114.333991,216
